trackId,initialFrame,finalFrame,Frame_nums,width,length,class,CrossType,Signal_Violation_Behavior
115,2503,2605,103,1.8376450368942943,4.559018082215699,car,LeftTurn,No violation of traffic lights
118,2557,3032,476,1.7696121619640683,4.633929640559239,car,LeftTurn,No violation of traffic lights
122,2602,2798,197,0.6507004923459735,1.5193077704100755,bicycle,LeftTurn,No violation of traffic lights
124,2640,2744,105,0.7213973136226688,1.5426534000239367,motorcycle,LeftTurn,No violation of traffic lights
125,2661,2906,246,0.8745862514079202,1.6343979555061907,motorcycle,LeftTurn,No violation of traffic lights
126,2669,2779,111,1.8243849954579083,4.553711310655854,car,LeftTurn,No violation of traffic lights
127,2725,3050,326,1.8121677607031912,4.6359537492763705,car,LeftTurn,No violation of traffic lights
133,2881,3070,190,1.9016120983368865,4.794789231708087,car,LeftTurn,No violation of traffic lights
139,2926,3045,120,0.8035811490917232,2.0379199775108483,motorcycle,LeftTurn,No violation of traffic lights
144,2993,3175,183,0.6919335389565968,1.5321605753066625,motorcycle,LeftTurn,No violation of traffic lights
149,3127,3234,108,1.7861227760754035,4.699489395502763,car,LeftTurn,No violation of traffic lights
151,3102,3234,133,0.7171282095989594,1.6916492218422412,bicycle,LeftTurn,No violation of traffic lights
152,3120,3215,96,0.6689080022107572,1.5237793371817536,motorcycle,LeftTurn,No violation of traffic lights
155,3178,3640,463,1.8332453123695114,4.796728194520337,car,LeftTurn,No violation of traffic lights
159,3225,3356,132,0.6802898720999218,1.4881440323202482,motorcycle,LeftTurn,No violation of traffic lights
162,3250,3395,146,0.661797987610385,1.7019748519726496,bicycle,LeftTurn,No violation of traffic lights
165,3303,3423,121,0.7036740377458962,1.5522481707554663,motorcycle,LeftTurn,red-light running
174,3510,3602,93,0.7665432612891482,1.9095233092263937,motorcycle,LeftTurn,red-light running
175,3512,3711,200,0.6060039791845441,1.525553689424767,bicycle,LeftTurn,red-light running
177,3570,3910,341,1.8191814181450299,3.896080000336236,car,LeftTurn,No violation of traffic lights
179,3610,3708,99,0.7573935357866017,1.9170637239716843,motorcycle,LeftTurn,red-light running
182,3634,3736,103,0.6597031912562012,1.4736162276256477,motorcycle,LeftTurn,red-light running
183,3666,3744,79,0.8340907592178629,1.8671614756370205,motorcycle,LeftTurn,red-light running
185,3765,3859,95,0.6505958307423595,1.5717686485680606,bicycle,LeftTurn,red-light running
